id,genres1,genres2,genres3
86272,Romance,Romance,Romance
11656,Horror,Thriller,Thriller
129042,Comedy,Comedy,Comedy
82209,Comedy,Drama,Drama
5436,Action,Documentary,Documentary
94571,Horror,Horror,Horror
12524,Drama,Drama,Drama
89762,Horror,Horror,Horror
122031,Comedy,Horror,Horror
116274,Comedy,Comedy,Comedy
104271,Drama,Drama,Drama
57728,Documentary,Drama,Drama
44175,Action,Romance,Romance
43789,Comedy,Drama,Drama
119998,Comedy,Comedy,Comedy
56452,Romance,Romance,Romance
125666,Horror,Horror,Horror
7406,Adventure,Adventure,Adventure
10545,Horror,Horror,Horror
25503,Comedy,Comedy,Comedy
77474,Thriller,Thriller,Thriller
7437,Horror,Action,Action
85696,Documentary,Drama,Drama
107346,Comedy,Comedy,Comedy
39800,Action,Action,Action
9044,Documentary,Action,Action
106474,Documentary,Documentary,Documentary
116614,Romance,Comedy,Comedy
9442,Documentary,Horror,Horror
78233,Romance,Drama,Drama
113256,Horror,Horror,Horror
120342,Drama,Comedy,Comedy
52951,Comedy,Comedy,Comedy
51110,Comedy,Comedy,Comedy
85972,Horror,Horror,Horror
2863,Action,Action,Action
35226,Horror,Horror,Horror
124946,Comedy,Comedy,Comedy
42875,Documentary,Documentary,Documentary
89748,Comedy,Comedy,Comedy
104233,Documentary,Documentary,Documentary
92478,Comedy,Drama,Drama
100218,Documentary,Drama,Drama
10441,Comedy,Comedy,Comedy
17472,Action,Action,Action
4698,Romance,Romance,Romance
55492,Comedy,Comedy,Comedy
6754,Adventure,Action,Action
2999,Horror,Horror,Horror
110702,Horror,Drama,Drama
20780,Comedy,Documentary,Documentary
73925,Horror,Horror,Horror
26330,Drama,Documentary,Documentary
126241,Sci-Fi,Sci-Fi,Sci-Fi
34678,Documentary,Documentary,Documentary
128250,Comedy,Drama,Drama
55740,Documentary,Documentary,Documentary
11631,Romance,Romance,Romance
117627,Action,Documentary,Documentary
257,Drama,Documentary,Documentary
704,Action,Comedy,Comedy
9028,Horror,Horror,Horror
75274,Horror,Horror,Horror
6827,Thriller,Horror,Horror
53258,Comedy,Comedy,Comedy
115734,Comedy,Comedy,Comedy
72400,Documentary,Documentary,Documentary
118999,Horror,Horror,Horror
25827,Documentary,Documentary,Documentary
49904,Comedy,Romance,Romance
383,Romance,Romance,Romance
32326,Horror,Horror,Horror
73624,Romance,Romance,Romance
77345,Sci-Fi,Sci-Fi,Sci-Fi
125959,Comedy,Comedy,Comedy
108151,Horror,Thriller,Thriller
59896,Horror,Horror,Horror
100188,Documentary,Documentary,Documentary
120172,Documentary,Documentary,Documentary
125288,Romance,Drama,Drama
53523,Documentary,Documentary,Documentary
67045,Drama,Action,Action
11916,Horror,Horror,Horror
91067,Comedy,Comedy,Comedy
22289,Horror,Horror,Horror
43061,Comedy,Comedy,Comedy
71128,Documentary,Documentary,Documentary
122366,Comedy,Comedy,Comedy
96320,Romance,Romance,Romance
77901,Documentary,Documentary,Documentary
102844,Sci-Fi,Sci-Fi,Sci-Fi
62936,Documentary,Comedy,Comedy
23046,Comedy,Comedy,Comedy
37072,Action,Action,Action
74723,Sci-Fi,Documentary,Documentary
91915,Horror,Documentary,Documentary
108384,Comedy,Comedy,Comedy
20645,Comedy,Comedy,Comedy
82478,Horror,Documentary,Documentary
3186,Comedy,Comedy,Comedy
33949,Comedy,Comedy,Comedy
61774,Romance,Drama,Drama
26429,Drama,Romance,Romance
88383,Action,Action,Action
9418,Horror,Horror,Horror
38266,Action,Documentary,Documentary
74829,Horror,Horror,Horror
1938,Action,Action,Action
100326,Romance,Comedy,Comedy
67049,Adventure,Adventure,Adventure
65260,Comedy,Drama,Drama
117069,Comedy,Comedy,Comedy
46831,Horror,Documentary,Documentary
32754,Horror,Horror,Horror
57404,Comedy,Comedy,Comedy
23714,Drama,Drama,Drama
47669,Horror,Horror,Horror
108631,Comedy,Thriller,Thriller
115146,Drama,Drama,Drama
30989,Thriller,Thriller,Thriller
106670,Horror,Horror,Horror
10190,Thriller,Thriller,Thriller
77906,Thriller,Thriller,Thriller
14816,Comedy,Thriller,Thriller
84198,Documentary,Documentary,Documentary
347,Action,Action,Action
48707,Horror,Horror,Horror
1595,Documentary,Documentary,Documentary
42492,Horror,Horror,Horror
7819,Drama,Drama,Drama
22296,Comedy,Documentary,Documentary
70893,Comedy,Drama,Drama
65095,Comedy,Comedy,Comedy
12685,Documentary,Documentary,Documentary
30734,Documentary,Drama,Drama
115508,Comedy,Comedy,Comedy
110622,Comedy,Drama,Drama
20368,Horror,Horror,Horror
92767,Comedy,Comedy,Comedy
55594,Documentary,Documentary,Documentary
62013,Comedy,Comedy,Comedy
50000,Sci-Fi,Action,Action
4899,Action,Horror,Horror
72049,Documentary,Documentary,Documentary
53489,Drama,Comedy,Comedy
68325,Horror,Romance,Romance
7800,Action,Action,Action
9027,Drama,Comedy,Comedy
61546,Documentary,Thriller,Thriller
4687,Adventure,Horror,Horror
29504,Drama,Drama,Drama
8702,Horror,Horror,Horror
5960,Adventure,Action,Action
115084,Horror,Horror,Horror
108149,Action,Action,Action
91511,Action,Documentary,Documentary
21458,Comedy,Comedy,Comedy
130199,Drama,Drama,Drama
6892,Thriller,Action,Action
116751,Romance,Romance,Romance
128099,Drama,Action,Action
8494,Action,Action,Action
131357,Comedy,Comedy,Comedy
93107,Horror,Horror,Horror
27977,Documentary,Comedy,Comedy
6715,Action,Action,Action
18294,Comedy,Comedy,Comedy
49040,Documentary,Documentary,Documentary
83926,Horror,Horror,Horror
16427,Comedy,Comedy,Comedy
92718,Adventure,Adventure,Adventure
106713,Drama,Drama,Drama
23416,Action,Action,Action
125384,Romance,Drama,Drama
68554,Comedy,Comedy,Comedy
124485,Horror,Documentary,Documentary
107193,Drama,Drama,Drama
9888,Documentary,Comedy,Comedy
34348,Action,Action,Action
18462,Comedy,Drama,Drama
86607,Horror,Horror,Horror
39614,Comedy,Comedy,Comedy
87281,Drama,Documentary,Documentary
108719,Action,Drama,Drama
39159,Comedy,Comedy,Comedy
93199,Comedy,Comedy,Comedy
48336,Documentary,Action,Action
101527,Horror,Thriller,Thriller
56545,Comedy,Comedy,Comedy
56607,Horror,Horror,Horror
98922,Comedy,Action,Action
71156,Documentary,Comedy,Comedy
86437,Documentary,Documentary,Documentary
44106,Horror,Action,Action
43917,Comedy,Comedy,Comedy
23398,Comedy,Drama,Drama
9069,Horror,Horror,Horror
12227,Horror,Horror,Horror
17434,Horror,Horror,Horror
109042,Comedy,Documentary,Documentary
76418,Horror,Horror,Horror
28098,Documentary,Documentary,Documentary
12571,Comedy,Documentary,Documentary
41834,Thriller,Thriller,Thriller
69405,Documentary,Drama,Drama
10208,Documentary,Documentary,Documentary
33907,Drama,Documentary,Documentary
10794,Horror,Horror,Horror
14942,Documentary,Documentary,Documentary
91857,Sci-Fi,Documentary,Documentary
20534,Action,Comedy,Comedy
119833,Drama,Romance,Romance
16133,Drama,Romance,Romance
93747,Comedy,Comedy,Comedy
118980,Comedy,Romance,Romance
129628,Comedy,Comedy,Comedy
97756,Documentary,Documentary,Documentary
49284,Horror,Horror,Horror
52734,Horror,Horror,Horror
22523,Action,Action,Action
3299,Action,Action,Action
1354,Action,Adventure,Adventure
120181,Romance,Romance,Romance
59365,Horror,Action,Action
85479,Documentary,Documentary,Documentary
4724,Romance,Horror,Horror
116025,Comedy,Comedy,Comedy
16336,Horror,Horror,Horror
16079,Horror,Horror,Horror
59052,Comedy,Comedy,Comedy
3824,Action,Action,Action
2170,Horror,Horror,Horror
49916,Drama,Drama,Drama
117854,Drama,Drama,Drama
5559,Comedy,Thriller,Thriller
128406,Action,Sci-Fi,Sci-Fi
58654,Drama,Documentary,Documentary
6854,Romance,Action,Action
107187,Action,Action,Action
45057,Romance,Romance,Romance
1645,Action,Action,Action
69352,Horror,Horror,Horror
10058,Comedy,Action,Action
85249,Comedy,Comedy,Comedy
26043,Romance,Romance,Romance
67143,Comedy,Comedy,Comedy
104098,Documentary,Documentary,Documentary
21575,Comedy,Comedy,Comedy
99239,Comedy,Drama,Drama
81568,Romance,Drama,Drama
109637,Documentary,Documentary,Documentary
49423,Documentary,Documentary,Documentary
18441,Drama,Drama,Drama
871,Adventure,Adventure,Adventure
46383,Drama,Drama,Drama
26496,Comedy,Comedy,Comedy
16988,Comedy,Comedy,Comedy
10625,Adventure,Adventure,Adventure
109945,Documentary,Documentary,Documentary
107053,Comedy,Action,Action
12780,Horror,Horror,Horror
107372,Documentary,Documentary,Documentary
39682,Documentary,Documentary,Documentary
50182,Horror,Drama,Drama
45295,Horror,Horror,Horror
5302,Action,Action,Action
40384,Action,Action,Action
81516,Horror,Horror,Horror
62708,Comedy,Comedy,Comedy
6373,Romance,Romance,Romance
55458,Comedy,Action,Action
23024,Comedy,Comedy,Comedy
11641,Action,Adventure,Adventure
22656,Comedy,Comedy,Comedy
8055,Romance,Comedy,Comedy
49268,Drama,Drama,Drama
66796,Sci-Fi,Horror,Horror
30860,Drama,Comedy,Comedy
8408,Comedy,Comedy,Comedy
55742,Documentary,Drama,Drama
124652,Horror,Horror,Horror
904,Adventure,Comedy,Comedy
100784,Drama,Drama,Drama
48809,Documentary,Documentary,Documentary
64547,Documentary,Horror,Horror
87647,Comedy,Comedy,Comedy
70003,Comedy,Drama,Drama
12590,Action,Action,Action
87851,Documentary,Documentary,Documentary
60536,Comedy,Comedy,Comedy
127956,Action,Drama,Drama
6777,Horror,Horror,Horror
120243,Comedy,Comedy,Comedy
74604,Action,Thriller,Thriller
52938,Horror,Horror,Horror
101506,Comedy,Documentary,Documentary
18430,Drama,Drama,Drama
71756,Documentary,Documentary,Documentary
82339,Drama,Romance,Romance
7226,Romance,Romance,Romance
19297,Documentary,Comedy,Comedy
82710,Thriller,Horror,Horror
67084,Comedy,Documentary,Documentary
8982,Action,Action,Action
107095,Documentary,Documentary,Documentary
62651,Drama,Drama,Drama
128633,Drama,Drama,Drama
99096,Drama,Drama,Drama
83876,Action,Action,Action
12294,Horror,Horror,Horror
7586,Horror,Sci-Fi,Sci-Fi
35056,Documentary,Romance,Romance
18019,Documentary,Documentary,Documentary
99820,Documentary,Sci-Fi,Sci-Fi
59085,Documentary,Documentary,Documentary
90967,Horror,Horror,Horror
2175,Adventure,Action,Action
30927,Drama,Documentary,Documentary
131015,Comedy,Comedy,Comedy
6850,Adventure,Horror,Horror
110483,Horror,Horror,Horror
1148,Crime,Crime,Crime
104529,Drama,Drama,Drama
105329,Thriller,Horror,Horror
45107,Action,Documentary,Documentary
60679,Comedy,Comedy,Comedy
85442,Documentary,Documentary,Documentary
55262,Horror,Horror,Horror
110026,Thriller,Thriller,Thriller
6000,Horror,Adventure,Adventure
47841,Horror,Horror,Horror
122876,Horror,Horror,Horror
38364,Horror,Horror,Horror
95129,Documentary,Documentary,Documentary
44512,Documentary,Thriller,Thriller
123787,Documentary,Documentary,Documentary
25897,Documentary,Drama,Drama
9065,Horror,Drama,Drama
2355,Horror,Horror,Horror
10705,Drama,Comedy,Comedy
115651,Horror,Horror,Horror
41115,Horror,Action,Action
81844,Horror,Thriller,Thriller
66515,Horror,Horror,Horror
4215,Action,Comedy,Comedy
26364,Comedy,Comedy,Comedy
82100,Drama,Horror,Horror
83221,Comedy,Comedy,Comedy
76360,Comedy,Comedy,Comedy
86090,Comedy,Comedy,Comedy
53125,Documentary,Documentary,Documentary
54461,Comedy,Comedy,Comedy
20752,Sci-Fi,Documentary,Documentary
104192,Romance,Comedy,Comedy
94548,Documentary,Documentary,Documentary
11023,Comedy,Comedy,Comedy
127868,Comedy,Comedy,Comedy
112408,Horror,Horror,Horror
6292,Action,Action,Action
3883,Action,Action,Action
49070,Drama,Documentary,Documentary
119862,Thriller,Thriller,Thriller
36885,Horror,Horror,Horror
9181,Documentary,Comedy,Comedy
2985,Action,Action,Action
28744,Horror,Horror,Horror
68328,Documentary,Documentary,Documentary
105472,Comedy,Romance,Romance
51411,Documentary,Drama,Drama
108428,Documentary,Comedy,Comedy
47282,Romance,Comedy,Comedy
85340,Drama,Drama,Drama
90845,Romance,Romance,Romance
10260,Horror,Horror,Horror
94670,Horror,Comedy,Comedy
760,Action,Action,Action
8361,Action,Action,Action
70202,Documentary,Documentary,Documentary
100504,Comedy,Comedy,Comedy
76230,Romance,Romance,Romance
124469,Documentary,Comedy,Comedy
103541,Horror,Drama,Drama
93594,Horror,Action,Action
82461,Romance,Romance,Romance
64822,Comedy,Comedy,Comedy
2714,Documentary,Documentary,Documentary
6353,Documentary,Documentary,Documentary
6653,Thriller,Thriller,Thriller
120153,Comedy,Comedy,Comedy
49821,Comedy,Comedy,Comedy
52254,Comedy,Comedy,Comedy
9261,Thriller,Horror,Horror
93511,Romance,Romance,Romance
5013,Horror,Thriller,Thriller
57919,Drama,Drama,Drama
39379,Romance,Action,Action
64530,Horror,Horror,Horror
90373,Horror,Horror,Horror
71662,Horror,Horror,Horror
89365,Comedy,Comedy,Comedy
36571,Documentary,Documentary,Documentary
79402,Action,Drama,Drama
79988,Comedy,Comedy,Comedy
121867,Thriller,Horror,Horror
59494,Horror,Horror,Horror
50466,Drama,Documentary,Documentary
9567,Comedy,Comedy,Comedy
79635,Comedy,Documentary,Documentary
78016,Documentary,Drama,Drama
104279,Documentary,Documentary,Documentary
114841,Romance,Action,Action
78634,Action,Action,Action
11026,Horror,Horror,Horror
49451,Drama,Horror,Horror
99498,Action,Action,Action
664,Romance,Adventure,Adventure
107753,Romance,Romance,Romance
1449,Adventure,Adventure,Adventure
77262,Comedy,Comedy,Comedy
42397,Comedy,Comedy,Comedy
122832,Documentary,Documentary,Documentary
57663,Horror,Horror,Horror
106902,Comedy,Comedy,Comedy
130564,Documentary,Comedy,Comedy
27459,Drama,Drama,Drama
125662,Horror,Horror,Horror
12150,Horror,Comedy,Comedy
104284,Documentary,Documentary,Documentary
41483,Documentary,Documentary,Documentary
104365,Documentary,Drama,Drama
3010,Action,Crime,Crime
33119,Comedy,Comedy,Comedy
10872,Drama,Documentary,Documentary
24652,Romance,Action,Action
57980,Drama,Drama,Drama
72033,Documentary,Documentary,Documentary
87994,Horror,Horror,Horror
22076,Comedy,Horror,Horror
114604,Documentary,Documentary,Documentary
54730,Comedy,Romance,Romance
90128,Drama,Documentary,Documentary
100263,Comedy,Action,Action
96864,Comedy,Comedy,Comedy
122651,Documentary,Documentary,Documentary
54918,Comedy,Comedy,Comedy
9104,Documentary,Comedy,Comedy
125783,Documentary,Documentary,Documentary
49594,Documentary,Documentary,Documentary
113690,Horror,Horror,Horror
106365,Documentary,Documentary,Documentary
126776,Comedy,Comedy,Comedy
131310,Horror,Horror,Horror
22458,Comedy,Thriller,Thriller
113879,Documentary,Documentary,Documentary
77915,Documentary,Documentary,Documentary
12324,Horror,Horror,Horror
81457,Action,Comedy,Comedy
59128,Documentary,Documentary,Documentary
66275,Action,Action,Action
9882,Comedy,Documentary,Documentary
79780,Documentary,Documentary,Documentary
1072,Drama,Drama,Drama
657,Romance,Adventure,Adventure
114124,Documentary,Comedy,Comedy
91523,Comedy,Documentary,Documentary
65322,Documentary,Drama,Drama
10037,Horror,Horror,Horror
107811,Comedy,Comedy,Comedy
107775,Comedy,Comedy,Comedy
90713,Action,Drama,Drama
80902,Romance,Documentary,Documentary
6752,Action,Thriller,Thriller
6556,Adventure,Comedy,Comedy
68209,Comedy,Documentary,Documentary
52498,Documentary,Documentary,Documentary
8204,Horror,Horror,Horror
78637,Horror,Thriller,Thriller
110514,Romance,Romance,Romance
60023,Sci-Fi,Horror,Horror
99469,Romance,Comedy,Comedy
97741,Action,Action,Action
113891,Sci-Fi,Sci-Fi,Sci-Fi
119730,Horror,Horror,Horror
64389,Comedy,Comedy,Comedy
78209,Action,Drama,Drama
10779,Action,Action,Action
112883,Documentary,Documentary,Documentary
4232,Action,Action,Action
9472,Horror,Horror,Horror
129147,Documentary,Documentary,Documentary
53333,Drama,Drama,Drama
87707,Drama,Romance,Romance
64522,Horror,Action,Action
56654,Action,Drama,Drama
128260,Documentary,Comedy,Comedy
77339,Action,Comedy,Comedy
12419,Horror,Horror,Horror
27307,Horror,Action,Action
79997,Comedy,Comedy,Comedy
104908,Drama,Thriller,Thriller
113791,Action,Action,Action
116680,Comedy,Action,Action
50358,Comedy,Comedy,Comedy
34194,Horror,Horror,Horror
44528,Action,Action,Action
70807,Romance,Romance,Romance
65454,Romance,Romance,Romance
37873,Horror,Documentary,Documentary
36504,Comedy,Comedy,Comedy
42568,Drama,Romance,Romance
35768,Documentary,Documentary,Documentary
43119,Comedy,Comedy,Comedy
103487,Action,Action,Action
7960,Horror,Horror,Horror
120604,Drama,Drama,Drama
10737,Horror,Horror,Horror
36355,Action,Action,Action
3245,Horror,Documentary,Documentary
1823,Adventure,Adventure,Adventure
107961,Documentary,Documentary,Documentary
73176,Documentary,Drama,Drama
18930,Horror,Horror,Horror
78532,Drama,Documentary,Documentary
124018,Comedy,Comedy,Comedy
988,Horror,Horror,Horror
7193,Comedy,Comedy,Comedy
102156,Action,Action,Action
2260,Action,Action,Action
24234,Action,Drama,Drama
60476,Horror,Horror,Horror
92255,Action,Action,Action
98929,Comedy,Comedy,Comedy
28341,Documentary,Thriller,Thriller
23542,Comedy,Comedy,Comedy
2380,Horror,Thriller,Thriller
4806,Horror,Horror,Horror
105814,Crime,Thriller,Thriller
68775,Action,Action,Action
50391,Documentary,Drama,Drama
130605,Romance,Romance,Romance
8587,Documentary,Thriller,Thriller
28890,Action,Adventure,Adventure
40216,Comedy,Comedy,Comedy
43567,Comedy,Comedy,Comedy
48026,Documentary,Documentary,Documentary
10307,Documentary,Documentary,Documentary
64038,Drama,Documentary,Documentary
59661,Comedy,Comedy,Comedy
18428,Horror,Horror,Horror
66895,Comedy,Comedy,Comedy
58941,Horror,Horror,Horror
4883,Horror,Documentary,Documentary
27767,Comedy,Comedy,Comedy
6882,Action,Action,Action
128117,Documentary,Comedy,Comedy
103102,Horror,Horror,Horror
108843,Drama,Drama,Drama
2610,Horror,Horror,Horror
9751,Documentary,Documentary,Documentary
29806,Documentary,Documentary,Documentary
43168,Comedy,Documentary,Documentary
68906,Comedy,Comedy,Comedy
88394,Horror,Horror,Horror
108314,Thriller,Thriller,Thriller
110366,Horror,Horror,Horror
75342,Documentary,Documentary,Documentary
78728,Thriller,Drama,Drama
58599,Drama,Drama,Drama
50248,Comedy,Comedy,Comedy
64054,Documentary,Documentary,Documentary
129353,Horror,Horror,Horror
76965,Horror,Horror,Horror
99920,Comedy,Comedy,Comedy
126166,Sci-Fi,Sci-Fi,Sci-Fi
114840,Romance,Comedy,Comedy
59792,Documentary,Documentary,Documentary
129565,Comedy,Comedy,Comedy
8766,Horror,Thriller,Thriller
12647,Thriller,Drama,Drama
78975,Drama,Horror,Horror
109703,Drama,Drama,Drama
8209,Action,Action,Action
3939,Action,Action,Action
9204,Documentary,Documentary,Documentary
116247,Comedy,Comedy,Comedy
36383,Romance,Drama,Drama
59434,Comedy,Comedy,Comedy
63617,Documentary,Documentary,Documentary
118062,Sci-Fi,Horror,Horror
85791,Horror,Horror,Horror
8096,Thriller,Documentary,Documentary
49693,Drama,Drama,Drama
88746,Documentary,Documentary,Documentary
68046,Romance,Documentary,Documentary
110091,Comedy,Comedy,Comedy
42965,Documentary,Documentary,Documentary
47794,Romance,Drama,Drama
9141,Thriller,Thriller,Thriller
37087,Comedy,Comedy,Comedy
104713,Documentary,Documentary,Documentary
49599,Documentary,Documentary,Documentary
123103,Documentary,Documentary,Documentary
19557,Comedy,Drama,Drama
103428,Horror,Horror,Horror
33250,Action,Horror,Horror
2145,Comedy,Action,Action
87146,Comedy,Comedy,Comedy
52220,Thriller,Documentary,Documentary
7860,Romance,Comedy,Comedy
107663,Documentary,Documentary,Documentary
80455,Documentary,Documentary,Documentary
129061,Documentary,Documentary,Documentary
22530,Documentary,Documentary,Documentary
12753,Sci-Fi,Documentary,Documentary
55738,Comedy,Comedy,Comedy
28717,Documentary,Documentary,Documentary
51068,Drama,Documentary,Documentary
36711,Comedy,Comedy,Comedy
131359,Documentary,Documentary,Documentary
122555,Drama,Drama,Drama
103545,Comedy,Comedy,Comedy
32732,Horror,Documentary,Documentary
105553,Documentary,Documentary,Documentary
58955,Comedy,Comedy,Comedy
47609,Drama,Drama,Drama
66254,Drama,Drama,Drama
5283,Horror,Horror,Horror
128203,Documentary,Documentary,Documentary
70628,Comedy,Horror,Horror
5723,Action,Action,Action
56391,Action,Action,Action
120013,Romance,Drama,Drama
99524,Horror,Horror,Horror
51680,Romance,Comedy,Comedy
131525,Comedy,Comedy,Comedy
130841,Comedy,Romance,Romance
104928,Documentary,Comedy,Comedy
113804,Comedy,Comedy,Comedy
42089,Comedy,Comedy,Comedy
18902,Comedy,Comedy,Comedy
96767,Sci-Fi,Sci-Fi,Sci-Fi
119806,Documentary,Comedy,Comedy
15847,Action,Action,Action
7868,Drama,Drama,Drama
13264,Romance,Comedy,Comedy
33209,Documentary,Documentary,Documentary
93297,Action,Action,Action
126410,Romance,Drama,Drama
78065,Adventure,Drama,Drama
113067,Sci-Fi,Horror,Horror
126627,Documentary,Documentary,Documentary
90151,Drama,Drama,Drama
130461,Drama,Adventure,Adventure
31255,Horror,Horror,Horror
15780,Drama,Documentary,Documentary
67276,Horror,Horror,Horror
85361,Comedy,Documentary,Documentary
25292,Documentary,Documentary,Documentary
11994,Comedy,Adventure,Adventure
85205,Drama,Drama,Drama
81121,Thriller,Thriller,Thriller
100340,Comedy,Action,Action
118154,Drama,Drama,Drama
120633,Horror,Horror,Horror
4339,Horror,Horror,Horror
103001,Documentary,Documentary,Documentary
28506,Drama,Horror,Horror
2467,Action,Action,Action
706,Adventure,Adventure,Adventure
1385,Action,Horror,Horror
73457,Documentary,Documentary,Documentary
77930,Comedy,Comedy,Comedy
99972,Romance,Horror,Horror
19608,Documentary,Documentary,Documentary
79385,Comedy,Comedy,Comedy
56397,Documentary,Documentary,Documentary
12541,Horror,Horror,Horror
78006,Drama,Drama,Drama
52505,Documentary,Comedy,Comedy
107889,Romance,Romance,Romance
41277,Action,Documentary,Documentary
9764,Documentary,Documentary,Documentary
9776,Action,Action,Action
69594,Documentary,Documentary,Documentary
65136,Documentary,Documentary,Documentary
39018,Comedy,Comedy,Comedy
77961,Documentary,Documentary,Documentary
81158,Documentary,Comedy,Comedy
41042,Horror,Horror,Horror
114962,Thriller,Thriller,Thriller
9017,Thriller,Drama,Drama
23161,Action,Action,Action
123060,Documentary,Comedy,Comedy
123535,Romance,Romance,Romance
4386,Comedy,Comedy,Comedy
66088,Documentary,Documentary,Documentary
12768,Action,Horror,Horror
9299,Documentary,Thriller,Thriller
12441,Horror,Thriller,Thriller
117290,Documentary,Documentary,Documentary
53061,Documentary,Documentary,Documentary
77514,Horror,Horror,Horror
111737,Comedy,Documentary,Documentary
68137,Horror,Horror,Horror
26492,Comedy,Comedy,Comedy
44767,Comedy,Comedy,Comedy
29302,Drama,Drama,Drama
130473,Horror,Thriller,Thriller
10823,Horror,Horror,Horror
54009,Horror,Horror,Horror
20811,Documentary,Documentary,Documentary
95402,Documentary,Documentary,Documentary
60477,Comedy,Comedy,Comedy
110924,Drama,Drama,Drama
130484,Romance,Drama,Drama
20985,Thriller,Drama,Drama
46034,Comedy,Comedy,Comedy
8666,Documentary,Documentary,Documentary
57007,Horror,Horror,Horror
36852,Horror,Thriller,Thriller
110498,Documentary,Comedy,Comedy
5518,Sci-Fi,Horror,Horror
124994,Horror,Horror,Horror
40885,Comedy,Documentary,Documentary
51278,Comedy,Comedy,Comedy
43073,Horror,Horror,Horror
3148,Action,Horror,Horror
2818,Horror,Horror,Horror
70074,Thriller,Thriller,Thriller
114989,Drama,Comedy,Comedy
64494,Comedy,Comedy,Comedy
5642,Horror,Horror,Horror
57766,Documentary,Documentary,Documentary
3478,Action,Action,Action
128998,Comedy,Comedy,Comedy
75107,Comedy,Documentary,Documentary
82323,Horror,Horror,Horror
632,Adventure,Adventure,Adventure
74698,Drama,Drama,Drama
626,Romance,Adventure,Adventure
80826,Drama,Documentary,Documentary
7238,Horror,Horror,Horror
101514,Drama,Drama,Drama
51225,Comedy,Comedy,Comedy
3274,Action,Action,Action
2302,Romance,Comedy,Comedy
124501,Documentary,Documentary,Documentary
69702,Documentary,Documentary,Documentary
5113,Horror,Horror,Horror
95595,Horror,Thriller,Thriller
69188,Documentary,Drama,Drama
72483,Documentary,Documentary,Documentary
126098,Documentary,Documentary,Documentary
130434,Documentary,Documentary,Documentary
37702,Drama,Drama,Drama
116268,Comedy,Comedy,Comedy
81682,Drama,Drama,Drama
12295,Thriller,Horror,Horror
7541,Adventure,Romance,Romance
128155,Sci-Fi,Sci-Fi,Sci-Fi
102731,Romance,Romance,Romance
22806,Comedy,Comedy,Comedy
62407,Drama,Drama,Drama
18816,Drama,Drama,Drama
131354,Romance,Romance,Romance
10209,Action,Documentary,Documentary
6199,Action,Comedy,Comedy
842,Adventure,Action,Action
85488,Horror,Comedy,Comedy
34650,Horror,Horror,Horror
3835,Action,Horror,Horror
13159,Comedy,Comedy,Comedy
2976,Comedy,Comedy,Comedy
9006,Adventure,Action,Action
82700,Horror,Horror,Horror
11800,Comedy,Comedy,Comedy
82937,Documentary,Documentary,Documentary
6234,Documentary,Drama,Drama
30330,Horror,Horror,Horror
8016,Horror,Horror,Horror
107027,Documentary,Documentary,Documentary
573,Action,Romance,Romance
119509,Thriller,Thriller,Thriller
98218,Comedy,Romance,Romance
12665,Drama,Documentary,Documentary
41009,Romance,Drama,Drama
100992,Documentary,Documentary,Documentary
113431,Documentary,Drama,Drama
